standard_name,gene
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,COL4A4
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,COL5A1
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,AEBP1
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,AGRN
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,CILP
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,COMP
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,CTHRC1
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,EFEMP2
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,FBLN1
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,FBLN2
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,FBLN5
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,FGL2
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,IGFBP7
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,LTBP2
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,MFGE8
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,MGP
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,MXRA5
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,NPNT
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,PCOLCE
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,PXDN
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,SPON1
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,THBS1
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,THBS1
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,THBS2
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,TNC
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,CTSB
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,CTSD
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,F13A1
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,F2
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,HRG
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,ITIH1
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,ITIH2
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,KNG1
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,LEPRE1
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,P4HA1
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,PLOD2
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,PLOD3
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,SERPINA1
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,SERPINA3
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,SERPINF1
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,SERPING1
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,SLPI
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,TIMP1
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,TIMP2
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,ANXA4
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,ANXA5
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,ANXA6
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,C1QB
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,C1QC
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,CLEC3B
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,HPX
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,LMAN1
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,SDC1
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,FMOD
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,VCAN
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,S100A11
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,S100A13
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,S100A6
NABA_Hs_MATRISOME_HGSOC_OMENTAL_METASTASIS,SFRP4
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,COL12A1
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,COL4A2
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,FN1
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,PLG
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,ANXA2
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,CBLN2
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,COL16A1
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,COL6A2
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,COL7A1
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,COL8A1
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,ECM1
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,EMILIN1
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,EMILIN2
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,FBLN2
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,FBN2
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,IGFBP7
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,ITIH1
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,ITIH2
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,LGALS1
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,LTBP1
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,MFAP5
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,POSTN
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,S100A6
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,TGFB1
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,TGFBI
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,TNC
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC,VTN
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED,COL12A1
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED,COL4A2
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED,EMILIN1
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED,FN1
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED,ANXA2
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED,COL16A1
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED,COL6A2
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED,COL7A1
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED,FBN2
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED,ITIH2
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED,LGALS1
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED,LTBP1
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED,POSTN
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED,S100A6
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED,TGFB1
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED,TGFBI
DI.MARTINO_Hs_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED,TNC
HEBERT_Hs_MATRISOME_TNBC_BONE_METASTASIS_TUMOR_CELL_DERIVED,COL2A1
HEBERT_Hs_MATRISOME_TNBC_BONE_METASTASIS_TUMOR_CELL_DERIVED,COL5A3
HEBERT_Hs_MATRISOME_TNBC_BONE_METASTASIS_TUMOR_CELL_DERIVED,F9
HEBERT_Hs_MATRISOME_TNBC_BONE_METASTASIS_TUMOR_CELL_DERIVED,S100A11
HEBERT_Hs_MATRISOME_TNBC_BONE_METASTASIS_TUMOR_CELL_DERIVED,S100A6
HEBERT_Hs_MATRISOME_TNBC_BONE_METASTASIS,COL11A1
HEBERT_Hs_MATRISOME_TNBC_BONE_METASTASIS,COL22A1
HEBERT_Hs_MATRISOME_TNBC_BONE_METASTASIS,COL2A1
HEBERT_Hs_MATRISOME_TNBC_BONE_METASTASIS,COL5A3
HEBERT_Hs_MATRISOME_TNBC_BONE_METASTASIS,CST3
HEBERT_Hs_MATRISOME_TNBC_BONE_METASTASIS,CTSG
HEBERT_Hs_MATRISOME_TNBC_BONE_METASTASIS,F9
HEBERT_Hs_MATRISOME_TNBC_BONE_METASTASIS,S100A11
HEBERT_Hs_MATRISOME_TNBC_BONE_METASTASIS,S100A13
HEBERT_Hs_MATRISOME_TNBC_BONE_METASTASIS,S100A6
HEBERT_Hs_MATRISOME_TNBC_BONE_METASTASIS,STFA2
HEBERT_Hs_MATRISOME_TNBC_BONE_METASTASIS,THBS1
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS_TUMOR_CELL_DERIVED,AGRN
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS_TUMOR_CELL_DERIVED,CBLN1
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS_TUMOR_CELL_DERIVED,CD109
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS_TUMOR_CELL_DERIVED,COL4A5
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS_TUMOR_CELL_DERIVED,CSPG4
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS_TUMOR_CELL_DERIVED,FREM1
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS_TUMOR_CELL_DERIVED,HCFC1
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS_TUMOR_CELL_DERIVED,HMCN1
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS_TUMOR_CELL_DERIVED,LGALS3
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS_TUMOR_CELL_DERIVED,SERPINB1
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS_TUMOR_CELL_DERIVED,SERPINH1
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS_TUMOR_CELL_DERIVED,VWA9
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,ACAN
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,ADAM22
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,AGRN
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,BCAN
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,C1QC
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,CBLN1
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,CD109
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,COL23A1
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,COL4A5
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,CSPG4
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,EGFL7
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,FGF14
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,FREM1
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,HCFC1
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,HMCN1
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,HPX
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,LAMA1
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,LGALS3
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,LGI1
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,SERPINA3K
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,SERPINB1
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,SERPINE2
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,SERPINH1
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,THBS4
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,TNR
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,VWA1
HEBERT_Hs_MATRISOME_TNBC_BRAIN_METASTASIS,VWA9
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS_TUMOR_CELL_DERIVED,COL3A1
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS_TUMOR_CELL_DERIVED,COL4A4
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS_TUMOR_CELL_DERIVED,COL7A1
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS_TUMOR_CELL_DERIVED,LAMA1
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS_TUMOR_CELL_DERIVED,LAMB2
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS_TUMOR_CELL_DERIVED,LAMC1
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,BGN
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,COL3A1
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,COL4A1
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,COL4A2
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,COL4A3
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,COL4A4
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,COL4A5
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,COL7A1
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,ELN
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,FBLN5
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,HSPG2
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,LAMA1
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,LAMA3
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,LAMA5
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,LAMB2
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,LAMB3
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,LAMC1
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,LAMC2
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,LUM
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,MFAP4
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,NID1
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,SFTPA1
HEBERT_Hs_MATRISOME_TNBC_LUNG_METASTASIS,TNXB
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,COL14A1
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,COL6A4
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,COL6A5
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,ECM1
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,F2
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,FGA
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,FGB
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,FGG
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,FN1
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,IGFBP7
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,PLG
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,TNC
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,VTN
HEBERT_Hs_MATRISOME_TNBC_LIVER_METASTASIS,VWF
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LUNG_LIVER_METASTASTASES_TUMOR_CELL_DERIVED,S100A4
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LUNG_LIVER_METASTASTASES_TUMOR_CELL_DERIVED,ANXA2
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LUNG_LIVER_METASTASTASES_TUMOR_CELL_DERIVED,HSPG2
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LUNG_LIVER_METASTASTASES_TUMOR_CELL_DERIVED,CTSD
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LUNG_LIVER_METASTASTASES_TUMOR_CELL_DERIVED,COL4A1
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LUNG_LIVER_METASTASTASES_TUMOR_CELL_DERIVED,ANXA1
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LUNG_LIVER_METASTASTASES_TUMOR_CELL_DERIVED,SERPINB1
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,S100A4
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,ANXA2
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,HSPG2
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,CTSD
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,COL4A1
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,ANXA1
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,SERPINB1
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,ADAMTSL1
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,FGF2
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,NPNT
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,TINAGL1
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,NID1
HEBERT_Hs_MATRISOME_TNBC_BONE_BRAIN_LIVER_LUNG_METASTASTASES,DPT
